Rank,Author,Score
38,"Maurice  Obstfeld Department of Economics, University of California-Berkeley, Berkeley, California (USA)",50
38,"Martin  Eichenbaum Department of Economics, Northwestern University, Evanston, Illinois (USA)",50
38,"Shang-Jin  Wei Fanhai International School of Finance, Fudan University, Shanghai, China",50
38,"John  Haltiwanger Department of Economics, University of Maryland, College Park, Maryland (USA)",50
38,"Luc  Laeven European Central Bank, Frankfurt am Main, Germany",50
38,"Thomas J. Sargent Department of Economics, New York University (NYU), New York City, New York (USA)",50
45,"Richard H. Thaler Booth School of Business, University of Chicago, Chicago, Illinois (USA)",49
45,"Peter C. B. Phillips Cowles Foundation for Research in Economics, Yale University, New Haven, Connecticut (USA)School of Economics, Singapore Management University, Singapore, Singapore",49
45,Gary S. Becker †,49
45,"James H. Stock Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",49
45,"Paul R. Krugman Woodrow Wilson School of Public and International Affairs, Princeton University, Princeton, New Jersey (USA)",49
50,Clive W. J. Granger †,48
50,"Dani  Rodrik Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)",48
50,"Raghuram G. Rajan George J. Stigler Center for the Study of the Economy and the State, Booth School of Business, University of Chicago, Chicago, Illinois (USA)Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",48
50,"John Michael van Reenen Centre for Economic Performance (CEP), London School of Economics (LSE), London, United Kingdom",48
50,"Mark L. Gertler Department of Economics, New York University (NYU), New York City, New York (USA)",48
55,"Lars E. O. Svensson Handelshögskolan i Stockholm, Stockholm, Sweden",47
55,"Guido  Tabellini Innocenzo Gasparini Institute for Economic Research (IGIER), Università Commerciale Luigi Bocconi, Milano, Italy",47
55,"Ernst  Fehr Institut für Volkswirtschaftslehre, Wirtschaftswissenschaftliche Fakutät, Universität Zürich, Zürich, Switzerland",47
55,"Jeremy C. Stein Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",47
55,"David B. Audretsch School of Public and Environmental Affairs, Indiana University, Bloomington, Indiana (USA)",47
55,Martin S. Feldstein †,47
55,"James  Poterba Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",47
62,"Glenn D. Rudebusch Economic Research, Federal Reserve Bank of San Francisco, San Francisco, California (USA)",46
62,"Mark R. Rosenzweig Economic Growth Center, Economics Department, Yale University, New Haven, Connecticut (USA)",46
62,"Joshua D Angrist Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",46
62,"Torsten  Persson Institute for International Economic Studies (IIES), Stockholms Universitet, Stockholm, Sweden",46
62,"Ricardo J. Caballero Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",46
62,Zvi  Griliches †,46
62,"Emmanuel  Saez Department of Economics, University of California-Berkeley, Berkeley, California (USA)",46
62,"Lutz  Kilian Federal Reserve Bank of Dallas, Dallas, Texas (USA)",46
62,"Bruno S. Frey Center for Research in Economics, Management and the Arts (CREMA), Basel/Zürich, Switzerland",46
62,"Geert  Bekaert Finance and Economics Department, Graduate School of Business, Columbia University, New York City, New York (USA)",46
72,"Jerry A. Hausman Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",45
72,"Robert J. Shiller Cowles Foundation for Research in Economics, Yale University, New Haven, Connecticut (USA)",45
72,"Hyun Song  Shin Bank for International Settlements (BIS), Basel, Switzerland",45
72,"Campbell R. Harvey Finance Area, Fuqua School of Business, Duke University, Durham, North Carolina (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",45
76,"Abhijit Vinayak Banerjee Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",44
76,"Thorsten  Beck Cass Business School, City University, London, United Kingdom",44
76,"Edward C. Prescott Department of Economics, W.P. Carey School of Business, Arizona State University, Tempe, Arizona (USA)",44
76,"Allan  Timmermann Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)",44
80,"Jacques François Thisse Center for Market Studies and Spatial Economics, Saint Petersburg Branch, National Research University Higher School of Economics, St. Petersburg, Russia",43
80,"Eric S. Maskin Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",43
80,"Mike  Wright Business School, University of Nottingham, Nottingham, United Kingdom",43
80,"Ben S. Bernanke Economic Studies, Brookings Institution, Washington, District of Columbia (USA)",43
80,"Richard B. Freeman Centre for Economic Performance (CEP), London School of Economics (LSE), London, United KingdomNational Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",43
80,Jean-Jacques  Laffont †,43
80,"Luigi  Zingales Booth School of Business, University of Chicago, Chicago, Illinois (USA)",43
80,"Richard  Baldwin International Economics Section, The Graduate Institute of International and Development Studies, Genève, Switzerland",43
80,"Drew  Fudenberg Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",43
80,"Janet  Currie Department of Economics, Princeton University, Princeton, New Jersey (USA)Woodrow Wilson School of Public and International Affairs, Princeton University, Princeton, New Jersey (USA)",43
80,"Andrew J. Oswald Department of Economics, University of Warwick, Coventry, United KingdomInstitute of Labor Economics (IZA), Bonn, Germany",43
91,"Bronwyn Hughes Hall Department of Economics, University of California-Berkeley, Berkeley, California (USA)",42
91,"Whitney  Newey Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",42
91,"Robert E. Lucas Jr.Department of Economics, University of Chicago, Chicago, Illinois (USA)",42
91,"Stijn  Claessens Bank for International Settlements (BIS), Basel, Switzerland",42
91,"Guido  Imbens Graduate School of Business, Stanford University, Stanford, California (USA)",42
91,"Gene  Grossman International Economics Section, Department of Economics, Princeton University, Princeton, New Jersey (USA)",42
91,"Robert C. Feenstra Economics Department, University of California-Davis, Davis, California (USA)",42
91,"Esther  Duflo Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",42
91,"William  Easterly National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",42
91,"Guillermo A. Calvo School of International and Public Affairs (SIPA), Columbia University, New York City, New York (USA)",42
91,"Lawrence J. Christiano Department of Economics, Northwestern University, Evanston, Illinois (USA)",42
102,"David  Autor Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",41
102,"Eric A. Hanushek Hoover Institution on War Revolution & Peace, Stanford University, Stanford, California (USA)",41
102,"Anthony J. Venables Oxford Centre for the Analysis of Resource-Rich Economies (OxCarre), Department of Economics, Oxford University, Oxford, United Kingdom",41
102,"Paul  Milgrom Department of Economics, Stanford University, Stanford, California (USA)",41
102,"Christian  Dustmann Department of Economics, University College London (UCL), London, United KingdomCentre for Research and Analysis of Migration (CReAM), University College London (UCL), London, United Kingdom",41
102,"Robert W. Vishny Booth School of Business, University of Chicago, Chicago, Illinois (USA)",41
102,"Josh  Lerner Harvard Business School, Harvard University, Cambridge, Massachusetts (USA)",41
102,"Mark P. Taylor Olin School of Business, Washington University in St. Louis, St. Louis, Missouri (USA)",41
102,"Jordi  Gali Centre de Recerca en Economia Internacional (CREI), Barcelona Graduate School of Economics (Barcelona GSE), Barcelona, Spain",41
102,"James  Hamilton Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)",41
112,"Lars Peter Hansen Department of Economics, University of Chicago, Chicago, Illinois (USA)",40
112,"James R. Markusen Department of Economics, University of Colorado, Boulder, Colorado (USA)",40
112,"Steven  Levitt Department of Economics, University of Chicago, Chicago, Illinois (USA)",40
112,"Alvin E. Roth Department of Economics, Stanford University, Stanford, California (USA)",40
112,"Costas  Meghir Economics Department, Yale University, New Haven, Connecticut (USA)",40
112,"Sergio T Rebelo Centre for Economic Policy Research (CEPR), London, United Kingdom",40
112,"Stephen James Redding International Economics Section, Department of Economics, Princeton University, Princeton, New Jersey (USA)",40
112,"Donald W. K. Andrews Economics Department, Yale University, New Haven, Connecticut (USA)Cowles Foundation for Research in Economics, Yale University, New Haven, Connecticut (USA)",40
112,"Matthew O. Jackson Department of Economics, Stanford University, Stanford, California (USA)",40
112,"Gordon  Hanson Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)",40
112,"Patrick  Kehoe Department of Economics, Stanford University, Stanford, California (USA)",40
123,"Gary  Charness Department of Economics, University of California-Santa Barbara (UCSB), Santa Barbara, California (USA)",39
123,"Michael P Keane School of Economics, UNSW Business School, UNSW Sydney, Sydney, Australia",39
123,"Oded  Galor Economics Department, Brown University, Providence, Rhode Island (USA)",39
123,"J. Vernon  Henderson Department of Geography and Environment, London School of Economics (LSE), London, United Kingdom",39
123,"Sebastian  Edwards Center for Global Management, Anderson Graduate School of Management, University of California-Los Angeles (UCLA), Los Angeles, California (USA)",39
123,"David  Neumark Department of Economics, University of California-Irvine, Irvine, California (USA)",39
123,"Franklin  Allen Business School, Imperial College, London, United Kingdom",39
123,"Jakob  de Haan Faculteit Economie en Bedrijfskunde, Rijksuniversiteit Groningen, Groningen, Netherlands",39
123,"Darrell  Duffie Graduate School of Business, Stanford University, Stanford, California (USA)",39
123,"Stephen  Machin Centre for Economic Performance (CEP), London School of Economics (LSE), London, United Kingdom",39
133,"Frank Rafael Smets European Central Bank, Frankfurt am Main, Germany",38
133,"James Alan Robinson Harris School of Public Policy, University of Chicago, Chicago, Illinois (USA)",38
133,"Gian Maria  Milesi-Ferretti Centre for Economic Policy Research (CEPR), London, United KingdomInternational Monetary Fund (IMF), Washington, District of Columbia (USA)",38
133,"Richard  Rogerson Department of Economics, Princeton University, Princeton, New Jersey (USA)",38
133,"Andrew B. Bernard Tuck School of Business, Dartmouth College, Hanover, New Hampshire (USA)",38
133,"Charles  Engel Economics Department, University of Wisconsin-Madison, Madison, Wisconsin (USA)",38
133,"Robert G. King Department of Economics, Boston University, Boston, Massachusetts (USA)",38
133,"George  Loewenstein Department of Social and Decision Sciences, Carnegie Mellon University, Pittsburgh, Pennsylvania (USA)",38
133,"Avinash Kamalakar Dixit Department of Economics, Princeton University, Princeton, New Jersey (USA)",38
133,"Armin  Falk briq Institute on Behavior and Inequality, Bonn, Germany",38
133,"David F. Hendry Department of Economics, Oxford University, Oxford, United Kingdom",38
133,"Menzie  Chinn Robert M. La Follette School of Public Affairs, University of Wisconsin-Madison, Madison, Wisconsin (USA)",38
133,"Lucrezia  Reichlin Department of Economics, London Business School (LBS), London, United KingdomCentre for Economic Policy Research (CEPR), London, United Kingdom",38
133,"Paresh Kumar Narayan Business School, Deakin University, Melbourne, Australia",38
133,"James  Andreoni Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)",38
133,"Vernon L. Smith Economic Science Institute (ESI), Argyros School of Business and Economics, Chapman University, Orange, California (USA)",38
133,"Jonathan  Gruber Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",38
150,"George  Borjas Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)",37
150,"Sheridan  Titman Department of Finance, McCombs School of Business, University of Texas-Austin, Austin, Texas (USA)",37
150,"Jose Alexandre Scheinkman Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",37
150,"Marco  Pagano Centro Studi di Economia e Finanza (CSEF), Napoli, Italy",37
150,"Alan  Auerbach Robert D. Burch Center for Tax Policy and Public Finance, Department of Economics, University of California-Berkeley, Berkeley, California (USA)",37
150,"Peter A. Diamond Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",37
150,"Anil K Kashyap Booth School of Business, University of Chicago, Chicago, Illinois (USA)",37
150,"Joel  Slemrod Department of Business Economics and Public Policy, Ross School of Business, University of Michigan, Ann Arbor, Michigan (USA)Economics Department, University of Michigan, Ann Arbor, Michigan (USA)",37
150,"Christopher B. Barrett Charles H. Dyson School of Applied Economics and Management, Cornell University, Ithaca, New York (USA)",37
150,"David A. Hensher Institute of Transport and Logistics Studies (ITLS), Business School, University of Sydney, Sydney, Australia",37
150,"Adam  Jaffe Motu: Economic & Public Policy Research, Wellington, New Zealand",37
150,"Jan K. Brueckner Department of Economics, University of California-Irvine, Irvine, California (USA)",37
150,"Xavier  Sala-i-Martin Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",37
150,"Oliver D. Hart Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",37
150,"Robert S. Pindyck Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",37
165,"Fabio  Canova Institutt for samfunnsøkonomi, BI Handelshøyskolen, Oslo, Norway",36
165,"Tullio  Jappelli Centro Studi di Economia e Finanza (CSEF), Napoli, Italy",36
165,"Ayhan  Kose World Bank Group, Washington, District of Columbia (USA)",36
165,"Orazio  Attanasio Department of Economics, University College London (UCL), London, United Kingdom",36
165,Halbert  White †,36
165,"Marcel  Fratzscher DIW Berlin (Deutsches Institut für Wirtschaftsforschung), Berlin, Germany",36
165,"Jason  Shogren Department of Economics, College of Business, University of Wyoming, Laramie, Wyoming (USA)",36
165,Julio J. Rotemberg †,36
165,"William H Greene Economics Department, Stern School of Business, New York University (NYU), New York City, New York (USA)",36
165,Anthony Barnes Atkinson †,36
165,Martin L. Weitzman †,36
165,"Jere Richard Behrman Department of Economics, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",36
165,"Stephen John Nickell Economics Group, Nuffield College, Department of Economics, Oxford University, Oxford, United KingdomDepartment of Economics, Oxford University, Oxford, United Kingdom",36
165,"Ludger  Woessmann ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, Germany",36
165,"Anjan V. Thakor Olin School of Business, Washington University in St. Louis, St. Louis, Missouri (USA)",36
165,"Robert Ernest Hall Department of Economics, Stanford University, Stanford, California (USA)",36
165,"Pierre  Perron Department of Economics, Boston University, Boston, Massachusetts (USA)",36
182,"Peter H. Egger Department of Management, Technology and Economics (D-MTEC), Eidgenössische Technische Hochschule Zürich (ETHZ), Zürich, SwitzerlandKOF Swiss Economic Institute, Department of Management, Technology and Economics (D-MTEC), Eidgenössische Technische Hochschule Zürich (ETHZ), Zürich, Switzerland",35
182,"Zoltan J. Acs Schar School of Policy and Government, George Mason University, Arlington, Virginia (USA)Department of Management, London School of Economics (LSE), London, United Kingdom",35
182,"Charles F. Manski Department of Economics, Northwestern University, Evanston, Illinois (USA)Institute for Policy Research (IPR), Northwestern University, Evanston, Illinois (USA)",35
182,"Viral V. Acharya Finance Department, Stern School of Business, New York University (NYU), New York City, New York (USA)",35
182,"Michael B. Devereux Vancouver School of Economics, University of British Columbia, Vancouver, Canada",35
182,"David  McKenzie Economics Research, World Bank Group, Washington, District of Columbia (USA)",35
182,"David Isaac Laibson Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",35
182,"Alan M. Taylor Economics Department, University of California-Davis, Davis, California (USA)",35
182,"Uri  Gneezy Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)Rady School of Management, University of California-San Diego (UCSD), La Jolla, California (USA)",35
182,"Badi H. Baltagi Department of Economics, Maxwell School, Syracuse University, Syracuse, New York (USA)",35
182,"Alan S. Blinder Griswold Center for Economic Policy Studies, Department of Economics, Princeton University, Princeton, New Jersey (USA)Department of Economics, Princeton University, Princeton, New Jersey (USA)",35
182,"Bennett  McCallum Department of Economics, Tepper School of Business Administration, Carnegie Mellon University, Pittsburgh, Pennsylvania (USA)",35
182,"Robert  Moffitt Department of Economics, Johns Hopkins University, Baltimore, Maryland (USA)",35
182,"Luigi  Guiso Istituto Einaudi per l'Economia e la Finanza (EIEF), Roma, Italy",35
182,"Gary  Gorton School of Management, Yale University, New Haven, Connecticut (USA)",35
182,"Enrique G. Mendoza Department of Economics, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",35
182,"Glenn W. Harrison Department of Risk Management and Insurance, J. Mack Robinson College of Business, Georgia State University, Atlanta, Georgia (USA)",35
182,"Robert Norman Stavins Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)",35
182,"Philip Richard Lane Department of Economics, Trinity College Dublin, Dublin, IrelandEuropean Central Bank, Frankfurt am Main, Germany",35
182,"Christopher  Sims Department of Economics, Princeton University, Princeton, New Jersey (USA)",35
182,"B. Douglas  Bernheim Department of Economics, Stanford University, Stanford, California (USA)",35
182,"Marcel  Fafchamps Freeman Spogli Institute for International Studies, Stanford University, Stanford, California (USA)",35
182,"Joshua  Aizenman Department of Economics, University of Southern California, Los Angeles, California (USA)",35
182,"Robert A. Pollak Department of Economics, Washington University in St. Louis, St. Louis, Missouri (USA)Olin School of Business, Washington University in St. Louis, St. Louis, Missouri (USA)",35
206,"Randall  Wright Department of Finance, Investment and Banking, School of Business, University of Wisconsin-Madison, Madison, Wisconsin (USA)Economics Department, University of Wisconsin-Madison, Madison, Wisconsin (USA)",34
206,"Richard R. Nelson School of International and Public Affairs (SIPA), Columbia University, New York City, New York (USA)",34
206,"Jacques  Mairesse Centre de Recherche en Économie et Statistique (CREST), Palaiseau, France",34
206,"Matthias  Sutter Max-Planck-Institut zur Erforschung von Gemeinschaftsgütern, Max-Planck-Gesellschaft, Bonn, Germany",34
206,"Andrew  Clark Paris School of Economics, Paris, France",34
206,"Gianmarco I.P. Ottaviano Dipartimento di Economia ""Ettore Bocconi"", Università Commerciale Luigi Bocconi, Milano, Italy",34
206,"Stephen J  Turnovsky Department of Economics, University of Washington, Seattle, Washington (USA)",34
206,"Laurence  Ball Department of Economics, Johns Hopkins University, Baltimore, Maryland (USA)",34
206,"Lung-Fei  Lee Department of Economics, Ohio State University, Columbus, Ohio (USA)",34
206,"David G. Blanchflower Economics Department, Dartmouth College, Hanover, New Hampshire (USA)",34
206,"Boyan  Jovanovic Department of Economics, New York University (NYU), New York City, New York (USA)",34
206,"Simon  Gachter Centre for Decision Research and Experimental Economics (CeDEx), School of Economics, University of Nottingham, Nottingham, United Kingdom",34
206,"Robert Glenn Hubbard Graduate School of Business, Columbia University, New York City, New York (USA)",34
206,"Stephen  Cecchetti Department of Economics, International Business School, Brandeis University, Waltham, Massachusetts (USA)",34
206,"Ariel  Rubinstein Eitan Berglas School of Economics, Tel Aviv University, Tel Aviv, Israel",34
206,"David Knudsen Levine Department of Economics, Washington University in St. Louis, St. Louis, Missouri (USA)Robert Schuman Centre for Advanced Studies (RSCAS), European University Institute, Firenze, Italy",34
206,"Aart  Kraay Economics Research, World Bank Group, Washington, District of Columbia (USA)",34
206,"Sendhil  Mullainathan Booth School of Business, University of Chicago, Chicago, Illinois (USA)",34
206,"William A. Brock Economics Department, University of Wisconsin-Madison, Madison, Wisconsin (USA)Economics Department, University of Missouri, Columbia, Missouri (USA)",34
206,"Xavier  Gabaix Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",34
206,"William D. Nordhaus Cowles Foundation for Research in Economics, Yale University, New Haven, Connecticut (USA)Economics Department, Yale University, New Haven, Connecticut (USA)",34
206,"Serena  Ng Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",34
228,"Harald  Uhlig Department of Economics, University of Chicago, Chicago, Illinois (USA)",33
228,"Axel  Dreher Alfred-Weber-Institut für Wirtschaftswissenschaften, Fakultät für Wirtschafts- und Sozialwissenschaften, Ruprecht-Karls-Universität Heidelberg, Heidelberg, Germany",33
228,"Peng  Zhou College of Economics and Management, Nanjing University of Aeroneautics and Astronautics, Nanjing, China",33
228,"Enrico  Moretti Department of Economics, University of California-Berkeley, Berkeley, California (USA)",33
228,"Laurence J. Kotlikoff Department of Economics, Boston University, Boston, Massachusetts (USA)",33
228,"Michael  Ehrmann European Central Bank, Frankfurt am Main, Germany",33
228,"David  Romer Department of Economics, University of California-Berkeley, Berkeley, California (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",33
228,"C. Knox Lovell School of Economics, University of Queensland, Brisbane, AustraliaCentre for Efficiency and Productivity Analysis (CEPA), School of Economics, University of Queensland, Brisbane, Australia",33
228,"Giancarlo  Corsetti Faculty of Economics, University of Cambridge, Cambridge, United Kingdom",33
228,"Claudia  Goldin Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",33
228,"Michael David Bordo Department of Economics, Rutgers University-New Brunswick, New Brunswick, New Jersey (USA)",33
228,Sanford Jay Grossman,33
228,"Lucio  Sarno Judge Business School, University of Cambridge, Cambridge, United Kingdom",33
228,"Richard J. Zeckhauser Mossavar-Rahmani Center for Business and Government, Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",33
228,"Donald S. Siegel School of Public Affairs, Arizona State University, Phoenix, Arizona (USA)",33
228,"Jan  van Ours Faculteit der Economische Wetenschappen, Erasmus Universiteit Rotterdam, Rotterdam, Netherlands",33
228,"Bruce E. Hansen Economics Department, University of Wisconsin-Madison, Madison, Wisconsin (USA)",33
228,"Eswar  Prasad Charles H. Dyson School of Applied Economics and Management, Cornell University, Ithaca, New York (USA)",33
228,"Patrick  Bolton Finance and Economics Department, Graduate School of Business, Columbia University, New York City, New York (USA)",33
228,"Massimiliano  Marcellino Dipartimento di Economia ""Ettore Bocconi"", Università Commerciale Luigi Bocconi, Milano, ItalyInnocenzo Gasparini Institute for Economic Research (IGIER), Università Commerciale Luigi Bocconi, Milano, Italy",33
228,"Debraj  Ray Department of Economics, New York University (NYU), New York City, New York (USA)",33
228,"Alan  Manning Centre for Economic Performance (CEP), London School of Economics (LSE), London, United Kingdom",33
228,"Magnus  Johannesson Department of Economics, Handelshögskolan i Stockholm, Stockholm, Sweden",33
228,"Douglas  Gale Department of Economics, New York University (NYU), New York City, New York (USA)",33
228,"Marianne  Bertrand Booth School of Business, University of Chicago, Chicago, Illinois (USA)",33
228,"Adrian Rodney Pagan School of Economics, Faculty of Arts and Social Sciences, University of Sydney, Sydney, Australia",33
228,"Lant  Pritchett Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)",33
228,"John B. Taylor Department of Economics, Stanford University, Stanford, California (USA)Hoover Institution on War Revolution & Peace, Stanford University, Stanford, California (USA)",33
228,"John  Geweke Economics Discipline Group, Business School, University of Technology Sydney, Sydney, Australia",33
228,"Michael  Keen International Monetary Fund (IMF), Washington, District of Columbia (USA)",33
228,"Daniel L. McFadden Department of Economics, University of California-Berkeley, Berkeley, California (USA)Leonard D. Schaeffer Center for Health Policy and Economics, University of Southern California, Los Angeles, California (USA)",33
228,"David  Wise Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",33
260,"Michael  Brennan Anderson Graduate School of Management, University of California-Los Angeles (UCLA), Los Angeles, California (USA)",32
260,"Anne  Case Department of Economics, Princeton University, Princeton, New Jersey (USA)Woodrow Wilson School of Public and International Affairs, Princeton University, Princeton, New Jersey (USA)",32
260,"Jonathan  Eaton Department of Economics, Pennsylvania State University, State College, Pennsylvania (USA)",32
260,"Yin-Wong  Cheung Department of Economics and Finance, College of Business, City University, Kowloon, Hong Kong",32
260,John M. Quigley †,32
260,"Scott  Rozelle Freeman Spogli Institute for International Studies, Stanford University, Stanford, California (USA)",32
260,"Richard S.J. Tol Department of Economics, Sussex Business School, University of Sussex, Brighton, United Kingdom",32
260,"John H. Cochrane Hoover Institution on War Revolution & Peace, Stanford University, Stanford, California (USA)",32
260,"W Kip Viscusi Department of Economics, Vanderbilt University, Nashville, Tennessee (USA)",32
260,"Jean Charles Rochet Geneva Finance Research Institute (GFRI), Université de Genève, Genève, Switzerland",32
260,"Steven N. Durlauf Harris School of Public Policy, University of Chicago, Chicago, Illinois (USA)",32
260,"Varadarajan  Chari Department of Economics, University of Minnesota, Minneapolis, Minnesota (USA)Research Department, Federal Reserve Bank of Minneapolis, Minneapolis, Minnesota (USA)",32
260,"Christina  Paxson Economics Department, Brown University, Providence, Rhode Island (USA)",32
260,"Gerard  Roland Department of Economics, University of California-Berkeley, Berkeley, California (USA)",32
260,"Thierry A. Verdier Paris School of Economics, Paris, France",32
260,"Linda S. Goldberg Research and Statistics Group, Federal Reserve Bank of New York, New York City, New York (USA)",32
