Rank,Author,Score
36,"Friedrich Georg Schneider Institut für Volkswirtschaftslehre, Johannes-Kepler-Universität Linz, Linz, Austria",3580
36,"Francisco  Venegas-Martinez Escuela Superior de Economía, Instituto Politécnico Nacional, México, Mexico",3580
38,Jean-Jacques  Laffont †,3556
39,"Wei-Bin  Zhang College of International Management, Ritsumeikan Asia Pacific University, Beppu, Japan",3539
40,"Russell  Smyth Department of Economics, Monash Business School, Monash University, Melbourne, Australia",3515
41,"Iftekhar  Hasan Gabelli School of Business, Fordham University, New York City, New York (USA)Suomen Pankki, Helsinki, Finland",3498
42,"Thomas J. Sargent Department of Economics, New York University (NYU), New York City, New York (USA)",3439
43,Piet  Rietveld †,3427
44,"Jacques François Thisse Center for Market Studies and Spatial Economics, Saint Petersburg Branch, National Research University Higher School of Economics, St. Petersburg, Russia",3370
45,"Martin  Ravallion Economics Department, Georgetown University, Washington, District of Columbia (USA)",3337
46,"Kym  Anderson School of Economics, University of Adelaide, Adelaide, Australia",3318
47,"David  Neumark Department of Economics, University of California-Irvine, Irvine, California (USA)",3291
48,"Marcel  Fafchamps Freeman Spogli Institute for International Studies, Stanford University, Stanford, California (USA)",3284
49,"Xavier  Timbeau Centre de recherche en Économie (OFCE), Sciences économiques, Sciences Po, Paris, France",3277
50,"Jason  Shogren Department of Economics, College of Business, University of Wyoming, Laramie, Wyoming (USA)",3250
51,"Christian S. Gourieroux Department of Economics, University of Toronto, Toronto, Canada",3240
52,"Eric  Heyer Centre de recherche en Économie (OFCE), Sciences économiques, Sciences Po, Paris, France",3209
53,"Rene M. Stulz Department of Finance, Fisher College of Business, Ohio State University, Columbus, Ohio (USA)",3199
54,"Subal C. Kumbhakar Department of Economics, State University of New York-Binghamton (SUNY), Binghamton, New York (USA)",3194
55,"Richard  Blundell Department of Economics, University College London (UCL), London, United Kingdom",3183
56,"Lung-Fei  Lee Department of Economics, Ohio State University, Columbus, Ohio (USA)",3144
57,Andrew J Hughes Hallett †,3139
58,"Philip  Arestis Department of Land Economy, University of Cambridge, Cambridge, United Kingdom",3138
59,"Chien-Chiang  Lee School of Economics and Management, Nanchang University, Nanchang, China",3136
60,"Nicholas  Apergis Department of Banking and Financial Management, University of Piraeus, Piraeus, Greece",3122
61,"Shunsuke  Managi Urban Institute, Kyushu University, Fukuoka, Japan",3110
62,Loet  Leydesdorff,3102
63,"Philip Hans  Franses Econometrisch Instituut, Faculteit der Economische Wetenschappen, Erasmus Universiteit Rotterdam, Rotterdam, Netherlands",3098
64,"Johan  Swinnen International Food Policy Research Institute (IFPRI), Washington, District of Columbia (USA)",3081
65,"M. Kabir  Hassan Department of Economics and Finance, College of Business and Administration, University of New Orleans, New Orleans, Louisiana (USA)",3080
66,"Mark E. Wohar Department of Economics, University of Nebraska-Omaha, Omaha, Nebraska (USA)",3073
67,"Kjell  Hausken Institutt for Industriell Økonomi, Risikostyring og Planlegging, Universitetet i Stavanger, Stavanger, Norway",3049
67,"Jikun  Huang China Center for Agricultural Policy (CCAP), Peking University, Beijing, China",3049
69,"Joshua  Aizenman Department of Economics, University of Southern California, Los Angeles, California (USA)",3035
70,"David  Zilberman Department of Agricultural and Resource Economics, University of California-Berkeley, Berkeley, California (USA)",3024
71,"Klaus  Wohlrabe ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, Germany",3022
72,"Leonardo  Becchetti Dipartimento di Economia e Finanza, Facoltà di Economia, Università degli Studi di Roma ""Tor Vergata"", Roma, Italy",3009
73,"Jakob  de Haan Faculteit Economie en Bedrijfskunde, Rijksuniversiteit Groningen, Groningen, Netherlands",2994
74,"Rodolfo M. Nayga Jr.Department of Agricultural Economics and Agribusiness, University of Arkansas, Fayetteville, Arkansas (USA)",2993
75,Alberto Francesco Alesina †,2973
76,"Richard J. Cebula Center for the Study of Public Choice (CSPC), Economics Department, George Mason University, Fairfax, Virginia (USA)",2958
77,"Roland  Dohrn RWI - Leibniz-Institut für Wirtschaftsforschung, Essen, Germany",2951
78,"John  Whalley Department of Economics, University of Western Ontario, London, Canada",2946
79,"Mike  Tsionas Management School, Lancaster University, Lancaster, United Kingdom",2945
80,"Philippe  Aghion Centre for Economic Performance (CEP), London School of Economics (LSE), London, United KingdomParis School of Economics, Paris, France",2943
81,"John C. Quiggin Risk and Sustainable Management Group (RSMG), School of Economics, University of Queensland, Brisbane, Australia",2938
82,"Wolfgang  Nierhaus ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, Germany",2909
83,"Richard S.J. Tol Department of Economics, Sussex Business School, University of Sussex, Brighton, United Kingdom",2897
84,"Jayson L. Lusk Department of Agricultural Economics, Purdue University, West Lafayette, Indiana (USA)",2873
85,"Colin C. Williams Management School, University of Sheffield, Sheffield, United Kingdom",2867
85,"Lawrence H. Summers Harvard Business School, Harvard University, Cambridge, Massachusetts (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",2867
87,"Klaus F. Zimmermann United Nations University-Maastricht Economic Research Institute of Innovation and Technology (UNU-MERIT), Maastricht, Netherlands",2855
88,"Christopher B. Barrett Charles H. Dyson School of Applied Economics and Management, Cornell University, Ithaca, New York (USA)",2837
89,"Guglielmo Maria  Caporale Department of Economics and Finance, Brunel University, Uxbridge, United Kingdom",2836
90,"Richard J. Zeckhauser Mossavar-Rahmani Center for Business and Government, Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",2835
91,"Michael P. Devereux Centre for Business Taxation, Saïd Business School, Oxford University, Oxford, United Kingdom",2827
92,"Udo  Ludwig Leibniz-Institut für Wirtschaftsforschung Halle (IWH), Halle, Germany",2826
93,"Mikhail  Khromov Gaidar Institute for Economic Policy, Moscow, Russia",2820
94,"Andres  Rodriguez-Pose Department of Geography and Environment, London School of Economics (LSE), London, United Kingdom",2812
95,"Ngo Van Long Department of Economics, McGill University, Montréal, Canada",2808
96,"Pavel  Trunin Gaidar Institute for Economic Policy, Moscow, Russia",2800
97,"Mark D. Partridge Department of Agricultural, Environmental and Development Economics, Ohio State University, Columbus, Ohio (USA)",2787
97,"David F. Hendry Department of Economics, Oxford University, Oxford, United Kingdom",2787
99,"Timothy J. Besley Economics Department, London School of Economics (LSE), London, United Kingdom",2786
100,"Clemens  Fuest ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, Germany",2784
101,"Scott  Rozelle Freeman Spogli Institute for International Studies, Stanford University, Stanford, California (USA)",2778
101,"Seppo Mikko Sakari Honkapohja Taloustieteen Laitos, Kauppakorkeakoulu, Aalto-yliopisto, Helsinki, Finland",2778
103,"Mauro  Gallegati Dipartimento di Management, Facoltà di Economia ""Giorgio Fuà"", Università Politecnica delle Marche, Ancona, Italy",2776
104,Gernot  Nerb,2756
105,"Douglas J. Cumming College of Business, Florida Atlantic University, Boca Raton, Florida (USA)",2747
106,"Yves  Zenou Department of Economics, Monash Business School, Monash University, Melbourne, Australia",2742
106,"Aviral Kumar Tiwari Rajagiri Business School, Kochi, India",2742
108,"Hans-Ulrich  Brautzsch Leibniz-Institut für Wirtschaftsforschung Halle (IWH), Halle, Germany",2733
109,"Jean-Paul  Chavas Department of Agricultural & Applied Economics, University of Wisconsin-Madison, Madison, Wisconsin (USA)",2731
110,"James  Alm Department of Economics, Tulane University, New Orleans, Louisiana (USA)",2719
111,"Olivier J Blanchard Peter G. Peterson Institute for International Economics (IIE), Washington, District of Columbia (USA)",2718
112,Martin S. Feldstein †,2715
113,"Robert J. Barro Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",2705
114,"Peter  Nunnenkamp Institut für Weltwirtschaft (IfW), Kiel, Germany",2703
115,"Geoffrey J. D. Hewings Regional Economics Applications Laboratory (REAL), University of Illinois at Urbana-Champaign, Urbana-Champaign, Illinois (USA)",2702
116,"Sergey  Tsukhlo Gaidar Institute for Economic Policy, Moscow, Russia",2695
117,"Helmuth  Cremer Institut d'Économie Industrielle (IDEI), Toulouse School of Economics (TSE), Toulouse, FranceGroupe de Recherche en Économie Mathématique et Quantitative (GREMAQ), Toulouse School of Economics (TSE), Toulouse, France",2694
118,"Badi H. Baltagi Department of Economics, Maxwell School, Syracuse University, Syracuse, New York (USA)",2689
119,"Klaus  Abberger KOF Swiss Economic Institute, Department of Management, Technology and Economics (D-MTEC), Eidgenössische Technische Hochschule Zürich (ETHZ), Zürich, Switzerland",2684
120,Nick  Hanley,2683
121,"Timo  Wollmershauser ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, Germany",2664
122,"Wing-Keung  Wong Department of Finance, College of Management, Asia University, Wufeng, Taiwan",2661
123,Bruce D. Smith †,2656
124,"Apostolos  Serletis Department of Economics, University of Calgary, Calgary, Canada",2653
125,Martin  Shubik †,2632
126,"Matthew O. Jackson Department of Economics, Stanford University, Stanford, California (USA)",2629
127,"Ronald  MacDonald Department of Economics, Adam Smith Business School, University of Glasgow, Glasgow, United Kingdom",2613
128,"Frank J. Fabozzi Département Comptabilité, Droit, Finance et Économie, Groupe EDHEC (École de Hautes Études Commerciales du Nord), Lille/Paris, FranceEDHEC-Risk, Groupe EDHEC (École de Hautes Études Commerciales du Nord), Lille/Paris, France",2610
129,"Wolfgang Karl Hardle Institut für Statistik und Ökonometrie (ISÖ), Wirtschaftswissenschaftliche Fakultät, Humboldt-Universität Berlin, Berlin, GermanyCenter for Applied Statistics and Econometrics (CASE), Humboldt-Universität Berlin, Berlin, Germany",2606
129,"David E. Card Department of Economics, University of California-Berkeley, Berkeley, California (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",2606
131,"Andre Jean-Louis de Palma Département d'Économie et de Gestion, École Normale Supérieure Paris-Saclay (ENS), Cachan, FranceDépartement d'Économie, École Polytechnique, Palaiseau, France",2601
132,"Michael P Keane School of Economics, UNSW Business School, UNSW Sydney, Sydney, Australia",2596
132,"David E. M. Sappington Economics Department, University of Florida, Gainesville, Florida (USA)",2596
134,"Willi  Semmler Sr.Comparative Empirical Macroeconomics (CEM), Department of Economics, New School for Social Research, The New School, New York City, New York (USA)Center for Empirical Macroeconomics, Fakultät für Wirtschaftswissenschaften, Universität Bielefeld, Bielefeld, Germany",2590
135,Ron  Johnston,2586
135,"V. Kerry Smith Department of Economics, W.P. Carey School of Business, Arizona State University, Tempe, Arizona (USA)",2586
137,"Robert  Taylor Essex Business School, University of Essex, Colchester, United Kingdom",2584
138,"Alexander  Knobel Russian Presidential Academy of National Economy and Public Administration (RANEPA), Moscow, Russia",2581
139,"Frederick (Rick)  van der Ploeg Oxford Centre for the Analysis of Resource-Rich Economies (OxCarre), Department of Economics, Oxford University, Oxford, United KingdomDepartment of Economics, Oxford University, Oxford, United Kingdom",2580
140,"Magda ElSayed Kandil Central Bank of the United Arab Emirates, Abu-Dhabi, United Arab Emirates",2575
141,"Robin W. Boadway Economics Department, Queen's University, Kingston, Canada",2568
142,"John Y. Campbell Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",2566
143,"Boqiang  Lin China Institute for Studies in Energy Policy, Xiamen University, Fujian, China",2559
144,"Stephen  Machin Centre for Economic Performance (CEP), London School of Economics (LSE), London, United Kingdom",2557
145,"Yi-Ming  Wei Center for Energy and Environmental Policy Research (CEEP), Beijing Institute of Technology, Beijing, China",2555
146,"Michael  Woodford Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",2539
147,"Stephan  Klasen CRC ""Armut, Ungleichheit und Wachstum in Entwicklungsländern"", Georg-August-Universität Göttingen, Göttingen, Germany",2518
148,Lutz  Bornmann,2512
149,Carl  Chiarella †,2493
150,"Robert A Jarrow Department of Economics, Cornell University, Ithaca, New York (USA)",2489
151,"Asli  Demirguc-Kunt World Bank Group, Washington, District of Columbia (USA)",2487
152,"John Michael van Reenen Centre for Economic Performance (CEP), London School of Economics (LSE), London, United Kingdom",2485
153,"Joachim  Wagner Institut für Volkswirtschaftslehre, Fakultät Wirtschaftswissenschaften, Leuphana Universität Lüneburg, Lüneburg, Germany",2472
154,"Hans  Gersbach CER-ETH Center of Economic Research, Department of Management, Technology and Economics (D-MTEC), Eidgenössische Technische Hochschule Zürich (ETHZ), Zürich, SwitzerlandInstitute of Labor Economics (IZA), Bonn, Germany",2469
155,"Michael David Bordo Department of Economics, Rutgers University-New Brunswick, New Brunswick, New Jersey (USA)",2468
156,"Suresh P. Sethi Naveen Jindal School of Management, University of Texas-Dallas, Dallas, Texas (USA)",2462
157,"Paresh Kumar Narayan Business School, Deakin University, Melbourne, Australia",2455
158,"Francois-Charles  Wolff Laboratoire d'Économie et de Management de Nantes-Atlantique (LEMNA), Institut d'Économie et de Management de Nantes (IAE), Université de Nantes, Nantes, France",2447
159,"David  McKenzie Economics Research, World Bank Group, Washington, District of Columbia (USA)",2442
160,"Oliver Bruce Linton Faculty of Economics, University of Cambridge, Cambridge, United Kingdom",2436
161,"Drew  Fudenberg Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",2432
162,Alan B. Krueger †,2423
163,"Marcel  Fratzscher DIW Berlin (Deutsches Institut für Wirtschaftsforschung), Berlin, Germany",2420
164,"John S. Heywood Economics Department, University of Wisconsin, Milwaukee, Wisconsin (USA)",2419
165,"Giuseppe  Bertola Dipartimento di Economia e Statistica ""Cognetti de Martiis"", Università degli Studi di Torino, Torino, Italy",2416
166,"Giovanni  Dosi Laboratory of Economics and Management (LEM), Scuola Superiore Sant'Anna, Pisa, Italy",2411
167,"Mark P. Taylor Olin School of Business, Washington University in St. Louis, St. Louis, Missouri (USA)",2410
168,"Maurice  Obstfeld Department of Economics, University of California-Berkeley, Berkeley, California (USA)",2409
169,"Janet  Currie Department of Economics, Princeton University, Princeton, New Jersey (USA)Woodrow Wilson School of Public and International Affairs, Princeton University, Princeton, New Jersey (USA)",2387
170,"Edward B. Barbier Department of Economics, Colorado State University, Fort Collins, Colorado (USA)",2385
171,"Christian  Dreger DIW Berlin (Deutsches Institut für Wirtschaftsforschung), Berlin, Germany",2367
171,"Robert  Sugden School of Economics, University of East Anglia, Norwich, United Kingdom",2367
173,"Christine  Rifflart Centre de recherche en Économie (OFCE), Sciences économiques, Sciences Po, Paris, France",2363
174,"Thomas Warren Hertel Center for Global Trade Analysis (GTAP), Department of Agricultural Economics, Purdue University, West Lafayette, Indiana (USA)",2359
175,"Joel  Slemrod Department of Business Economics and Public Policy, Ross School of Business, University of Michigan, Ann Arbor, Michigan (USA)Economics Department, University of Michigan, Ann Arbor, Michigan (USA)",2350
176,"David  Martimort Paris School of Economics, Paris, France",2348
177,"Alan  Auerbach Robert D. Burch Center for Tax Policy and Public Finance, Department of Economics, University of California-Berkeley, Berkeley, California (USA)",2345
178,"Vernon L. Smith Economic Science Institute (ESI), Argyros School of Business and Economics, Chapman University, Orange, California (USA)",2338
179,"John  Addison Economics Department, Darla Moore School of Business, University of South Carolina, Columbia, South Carolina (USA)",2337
180,"Jan K. Brueckner Department of Economics, University of California-Irvine, Irvine, California (USA)",2335
181,"B Wade Brorsen Department of Agricultural Economics, Oklahoma State University, Stillwater, Oklahoma (USA)",2333
181,"Pierre  Perron Department of Economics, Boston University, Boston, Massachusetts (USA)",2333
183,"Takatoshi  Ito School of International and Public Affairs (SIPA), Columbia University, New York City, New York (USA)",2313
184,"Michael B. Devereux Vancouver School of Economics, University of British Columbia, Vancouver, Canada",2310
185,"Campbell R. Harvey Finance Area, Fuqua School of Business, Duke University, Durham, North Carolina (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",2307
186,"Ross  Levine National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",2304
187,Hai  Yang,2298
188,Halbert  White †,2286
189,"Glenn W. Harrison Department of Risk Management and Insurance, J. Mack Robinson College of Business, Georgia State University, Atlanta, Georgia (USA)",2284
190,"Ludger  Woessmann ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, Germany",2276
191,"Jacques  Le Cacheux Centre D'Analyse Théorique et de Traitement des données économiques (CATT), Faculté de Droit d'Économie et de Gestion, Université de Pau et des Pays de l'Adour, Pau, France",2275
191,"Shigeyuki  Hamori Faculty of Economics, Kobe University, Kobe, Japan",2275
193,"George E. Halkos Department of Economics, Aristotle University of Thessaloniki, Thessaloniki, Greece",2273
194,"Hyun Song  Shin Bank for International Settlements (BIS), Basel, Switzerland",2268
194,"John  Gibson Department of Economics, Waikato Management School, University of Waikato, Hamilton, New Zealand",2268
196,Allan H. Meltzer †,2267
197,"Willem Hendrik Buiter School of International and Public Affairs (SIPA), Columbia University, New York City, New York (USA)Maurice R. Greenberg Center for Geoeconomic Studies, Council on Foreign Relations, Washington, District of Columbia (USA)",2265
198,"Georges  Dionne HEC Montréal (École des Hautes Études Commerciales), Montréal, Canada",2263
199,"Werner  Guth Dipartimento di Economia e Finanza (DEF), Libera Università Internazionale degli Studi Sociali Guido Carli (LUISS), Roma, Italy",2256
200,"Anjan V. Thakor Olin School of Business, Washington University in St. Louis, St. Louis, Missouri (USA)",2250
201,"Jean Charles Rochet Geneva Finance Research Institute (GFRI), Université de Genève, Genève, Switzerland",2237
202,"Walter Erwin Diewert Vancouver School of Economics, University of British Columbia, Vancouver, Canada",2235
203,"Geoffrey Martin Hodgson Economics Group, Business School, University of Hertfordshire, Hatfield, United Kingdom",2234
204,Carlos Pestana Barros †,2225
205,"Stephen M. Miller Department of Economics, Lee School of Business, University of Nevada-Las Vegas, Las Vegas, Nevada (USA)Department of Economics, University of Connecticut, Storrs, Connecticut (USA)",2223
206,"Lars E. O. Svensson Handelshögskolan i Stockholm, Stockholm, Sweden",2214
207,Anthony Barnes Atkinson †,2211
208,"Richard B. Freeman Centre for Economic Performance (CEP), London School of Economics (LSE), London, United KingdomNational Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",2208
209,"Keijiro  Otsuka Faculty of Economics, Kobe University, Kobe, Japan",2206
210,"Jeroen C.J.M. van den Bergh Departament d'Economia i Història Econòmica, Universitat Autònoma de Barcelona, Barcelona Graduate School of Economics (Barcelona GSE), Barcelona, Spain",2205
211,Paul A. Samuelson †,2204
212,"Gert G. Wagner Forschungsbasierte Infrastruktureinrichtung ""Sozio-oekonomisches Panel (SOEP)"", DIW Berlin (Deutsches Institut für Wirtschaftsforschung), Berlin, Germany",2202
213,"Mehmet  Balcilar Ekonomi Bölümü, İşletme ve Ekonomi Fakültesi, Doğu Akdeniz Üniversitesi, Famagusta, Northern Cyprus",2193
214,"Marc  Lavoie Centre d'Économie de l'Université Paris-Nord (CEPN), Université Paris-13, Paris, FranceDépartement d'Économie / Department of Economics, Université d'Ottawa / University of Ottawa, Ottawa, Canada",2186
215,"John  Haltiwanger Department of Economics, University of Maryland, College Park, Maryland (USA)",2179
215,"Geert  Bekaert Finance and Economics Department, Graduate School of Business, Columbia University, New York City, New York (USA)",2179
217,"Jeffrey Alexander Frankel Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)",2178
218,"Carmen M. Reinhart Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)",2177
219,"Alvin E. Roth Department of Economics, Stanford University, Stanford, California (USA)",2174
220,"Elhanan  Helpman Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",2170
221,"Jakob B. Madsen Department of Economics, Business School, University of Western Australia, Perth, Australia",2157
221,"Christian  Dustmann Department of Economics, University College London (UCL), London, United KingdomCentre for Research and Analysis of Migration (CReAM), University College London (UCL), London, United Kingdom",2157
223,"Bernard  Hoekman Robert Schuman Centre for Advanced Studies (RSCAS), European University Institute, Firenze, Italy",2156
224,"Stijn  Claessens Bank for International Settlements (BIS), Basel, Switzerland",2155
225,"Tsangyao  Chang Department of Finance, College of Finance, Feng Chia University, Taichung, Taiwan",2154
225,"Brian Edward Dollery School of Economics, Business School, University of New England, Armidale, Australia",2154
227,"Albert N. Link Economics Department, Bryan School of Business and Economics, University of North Carolina-Greensboro, Greensboro, North Carolina (USA)",2153
227,"Donald W. K. Andrews Economics Department, Yale University, New Haven, Connecticut (USA)Cowles Foundation for Research in Economics, Yale University, New Haven, Connecticut (USA)",2153
229,"Rajeev K. Goel Department of Economics, Illinois State University, Normal, Illinois (USA)",2146
230,"Pierre-Richard  Agenor School of Economics, University of Manchester, Manchester, United Kingdom",2141
231,"David B. Audretsch School of Public and Environmental Affairs, Indiana University, Bloomington, Indiana (USA)",2139
231,"Catherine  Mathieu Centre de recherche en Économie (OFCE), Sciences économiques, Sciences Po, Paris, France",2139
233,"Graham  Bird Department of Economics, School of Politics and Economics, Claremont Graduate University, Claremont, California (USA)",2135
233,"Ali M. Kutan Department of Economics and Finance, Southern Illinois University, Edwardsville, Illinois (USA)",2135
235,"Mark R. Rosenzweig Economic Growth Center, Economics Department, Yale University, New Haven, Connecticut (USA)",2133
236,Tapan  Mitra †,2130
237,"Dilip  Mookherjee Institute for Economic Development, Department of Economics, Boston University, Boston, Massachusetts (USA)",2129
238,"Marcus  Scheiblecker Österreichisches Institut für Wirtschaftsforschung (WIFO), Wien, Austria",2127
239,"Gary  Koop Economics Department, University of Strathclyde, Glasgow, United Kingdom",2126
240,"Finn  Tarp Development Economics Research Group - DERG, Økonomisk Institut, Københavns Universitet, København, Denmark",2123
241,"Kenneth S Rogoff Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",2121
242,"Stephen George Hall School of Business, Leicester University, Leicester, United Kingdom",2120
243,"David A. Peel Department of Economics, Management School, Lancaster University, Lancaster, United Kingdom",2119
243,"Debraj  Ray Department of Economics, New York University (NYU), New York City, New York (USA)",2119
245,"Robert F. Engle IIIFinance Department, Stern School of Business, New York University (NYU), New York City, New York (USA)Volatility Institute, Stern School of Business, New York University (NYU), New York City, New York (USA)",2116
246,"Charles Raymond Plott Division of Social Sciences, California Institute of Technology, Pasadena, California (USA)",2114
247,"Lars P. Feld Walter Eucken Institut, Freiburg, Germany",2110
248,"Clement Allan Tisdell School of Economics, University of Queensland, Brisbane, Australia",2107
249,"Marina  Turuntseva Gaidar Institute for Economic Policy, Moscow, Russia",2105
250,"Fadzlan  Sufian Institute of Islamic Banking and Finance, International Islamic University Malaysia (IIUM), Jalan Gombak, Malaysia",2102
251,"Dan  Bernhardt Department of Economics, University of Illinois at Urbana-Champaign, Urbana-Champaign, Illinois (USA)Department of Economics, University of Warwick, Coventry, United Kingdom",2100
251,"Orazio  Attanasio Department of Economics, University College London (UCL), London, United Kingdom",2100
253,"Raghuram G. Rajan George J. Stigler Center for the Study of the Economy and the State, Booth School of Business, University of Chicago, Chicago, Illinois (USA)Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",2094
254,Rudiger  Dornbusch †,2091
255,"Eric A. Hanushek Hoover Institution on War Revolution & Peace, Stanford University, Stanford, California (USA)",2088
256,"Thomas I. Palley Forum for Macroeconomics and Macroeconomic Policies, Hans Böckler Stiftung, Düsseldorf, Germany",2086
257,"Nicholas Mbaya Odhiambo Department of Economics, College of Economic and Management Sciences, University of South Africa (UNISA), Pretoria, South Africa",2084
258,William J. Baumol †,2083
259,Robert D. Tollison †,2071
260,"Franz  Wirl Institut für Betriebswirtschaftslehre, Fakultät für Wirtschaftswissenschaften, Universität Wien, Wien, Austria",2063
261,"Wiktor  Adamowicz Department of Resource Economics and Environmental Sociology (REES), University of Alberta, Edmonton, Canada",2059
262,"Louis  Putterman Economics Department, Brown University, Providence, Rhode Island (USA)",2058
263,"Kai A. Konrad Max-Planck-Institut für Steuerrecht und öffentliche Finanzen, Max-Planck-Gesellschaft, München, Germany",2043
264,"Paul Leslie Levine School of Economics, University of Surrey, Guildford, United Kingdom",2036
